Epoch,AnimalCount,GrassCount,AnimalAvgEnergy,AnimalAvgLifespan,AnimalAvgChildren
0,51,48,48.01960784313726,0,0.0392156862745098
1,52,50,46.09615384615385,0,0.07692307692307693
2,52,49,47.98076923076923,0,0.07692307692307693
3,53,49,47.0188679245283,0,0.11320754716981132
