Epoch,AnimalCount,GrassCount,AnimalAvgEnergy,AnimalAvgLifespan,AnimalAvgChildren
0,51,49,48.01960784313726,0,0.0392156862745098
1,51,48,48.98039215686274,0,0.0392156862745098
2,51,48,48.96078431372549,0,0.0392156862745098
3,51,48,49.92156862745098,0,0.0392156862745098
4,51,48,49.90196078431372,0,0.0392156862745098
5,51,49,48.90196078431372,0,0.0392156862745098
6,53,47,49.83018867924528,0,0.11320754716981132
7,53,49,48.83018867924528,0,0.11320754716981132
